,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
3133,Maruti Wagon R LX Minor,2013,240000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
3134,Maruti Wagon R LX Minor,2013,250000.0,38000.0,Petrol,Individual,Manual,First Owner,Maruti
3136,Maruti Wagon R LX Minor,2013,250000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
3137,Maruti Wagon R LX Minor,2013,290000.0,52000.0,Petrol,Individual,Manual,First Owner,Maruti
3138,Maruti Wagon R LXI,2001,70000.0,117000.0,Petrol,Individual,Manual,Second Owner,Maruti
3140,Maruti Wagon R LXI,2004,70000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
3143,Maruti Wagon R LXI,2004,80000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti
3144,Maruti Wagon R LXI,2005,70000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti
3145,Maruti Wagon R LXI,2005,70000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
3146,Maruti Wagon R LXI,2005,75000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
3147,Maruti Wagon R LXI,2005,80000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti
3148,Maruti Wagon R LXI,2005,90000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
3149,Maruti Wagon R LXI,2006,90000.0,62009.0,Petrol,Individual,Manual,Second Owner,Maruti
3150,Maruti Wagon R LXI,2008,175000.0,54551.0,Petrol,Dealer,Manual,First Owner,Maruti
3151,Maruti Wagon R LXI,2008,221000.0,35008.0,Petrol,Dealer,Manual,First Owner,Maruti
3153,Maruti Wagon R LXI,2009,180000.0,30375.0,Petrol,Dealer,Manual,First Owner,Maruti
3156,Maruti Wagon R LXI,2010,221000.0,51000.0,Petrol,Dealer,Manual,First Owner,Maruti
3157,Maruti Wagon R LXI,2011,260000.0,28481.0,Petrol,Dealer,Manual,First Owner,Maruti
3160,Maruti Wagon R LXI,2020,240000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti
3161,Maruti Wagon R LXI BS IV,2010,110000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
3162,Maruti Wagon R LXI BS IV,2010,222000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
3164,Maruti Wagon R LXI BS IV,2011,225000.0,65000.0,Petrol,Dealer,Manual,First Owner,Maruti
3165,Maruti Wagon R LXI BS IV,2011,250000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
3166,Maruti Wagon R LXI BS IV,2013,213000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti
3167,Maruti Wagon R LXI BS IV,2013,320000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
3168,Maruti Wagon R LXI BS IV,2013,330000.0,55425.0,Petrol,Dealer,Manual,First Owner,Maruti
3169,Maruti Wagon R LXI BS IV,2014,300000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
3170,Maruti Wagon R LXI BS IV,2017,400000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
3171,Maruti Wagon R LXI BSIII,2005,90000.0,65000.0,Petrol,Individual,Manual,Second Owner,Maruti
3172,Maruti Wagon R LXI BSIII,2005,125000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti
3173,Maruti Wagon R LXI CNG,2010,195000.0,80000.0,CNG,Individual,Manual,Second Owner,Maruti
3174,Maruti Wagon R LXI CNG,2011,160000.0,60000.0,CNG,Individual,Manual,Second Owner,Maruti
3175,Maruti Wagon R LXI CNG,2013,250000.0,71000.0,CNG,Individual,Manual,Second Owner,Maruti
3177,Maruti Wagon R LXI CNG,2016,325000.0,80000.0,CNG,Individual,Manual,Second Owner,Maruti
3178,Maruti Wagon R LXI CNG,2016,350000.0,30000.0,CNG,Individual,Manual,Second Owner,Maruti
3179,Maruti Wagon R LXI DUO BS IV,2012,180000.0,60000.0,LPG,Individual,Manual,First Owner,Maruti
3180,Maruti Wagon R LXI DUO BSIII,2007,70000.0,162000.0,LPG,Individual,Manual,First Owner,Maruti
3181,Maruti Wagon R LXI DUO BSIII,2007,100000.0,70000.0,LPG,Individual,Manual,Third Owner,Maruti
3182,Maruti Wagon R LXI DUO BSIII,2008,125000.0,152000.0,LPG,Individual,Manual,Second Owner,Maruti
3183,Maruti Wagon R LXI DUO BSIII,2009,155000.0,60000.0,LPG,Individual,Manual,Second Owner,Maruti
3184,Maruti Wagon R LXI LPG BSIV,2012,220000.0,80000.0,LPG,Individual,Manual,Second Owner,Maruti
3185,Maruti Wagon R LXI Minor,2007,80000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti
3186,Maruti Wagon R LXI Minor,2007,85000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
3187,Maruti Wagon R LXI Minor,2007,95000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti
3188,Maruti Wagon R LXI Minor,2007,130000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti
3189,Maruti Wagon R LXI Minor,2007,135000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
3191,Maruti Wagon R LXI Minor,2007,140000.0,49000.0,Petrol,Dealer,Manual,First Owner,Maruti
3193,Maruti Wagon R LXI Minor,2007,160000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
3194,Maruti Wagon R LXI Minor,2008,110000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti
3195,Maruti Wagon R LXI Minor,2008,110000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
3196,Maruti Wagon R LXI Minor,2008,120000.0,110000.0,Petrol,Individual,Manual,Third Owner,Maruti
3197,Maruti Wagon R LXI Minor,2008,150000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
3198,Maruti Wagon R LXI Minor,2008,200000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
3200,Maruti Wagon R LXI Minor,2008,300000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
3201,Maruti Wagon R LXI Minor,2009,106000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
3202,Maruti Wagon R LXI Minor,2009,150000.0,53000.0,Petrol,Individual,Manual,First Owner,Maruti
3203,Maruti Wagon R LXI Minor,2009,150000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
3204,Maruti Wagon R LXI Minor,2009,165000.0,76000.0,Petrol,Individual,Manual,Second Owner,Maruti
3205,Maruti Wagon R LXI Minor,2009,180000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
3206,Maruti Wagon R LXI Minor,2010,100000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
3207,Maruti Wagon R LXI Minor,2010,100000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
3208,Maruti Wagon R LXI Minor,2010,225000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
3209,Maruti Wagon R Stingray LXI,2014,299000.0,54565.0,Petrol,Dealer,Manual,First Owner,Maruti
3210,Maruti Wagon R Stingray VXI,2013,270000.0,74000.0,Petrol,Individual,Manual,Third Owner,Maruti
3211,Maruti Wagon R Stingray VXI,2013,350000.0,65000.0,Petrol,Individual,Manual,First Owner,Maruti
3212,Maruti Wagon R Stingray VXI,2014,300000.0,75000.0,Petrol,Individual,Manual,First Owner,Maruti
3213,Maruti Wagon R Stingray VXI,2014,300000.0,59059.0,Petrol,Dealer,Manual,First Owner,Maruti
3214,Maruti Wagon R VX,2000,51786.64,88500.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
3215,Maruti Wagon R VXI,2000,105000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti
3216,Maruti Wagon R VXI,2004,130000.0,46000.0,Petrol,Individual,Manual,First Owner,Maruti
3217,Maruti Wagon R VXI,2005,100000.0,100000.0,Petrol,Individual,Manual,Third Owner,Maruti
3219,Maruti Wagon R VXI,2012,290000.0,80000.0,Petrol,Dealer,Manual,First Owner,Maruti
3220,Maruti Wagon R VXI,2014,315000.0,41000.0,Petrol,Dealer,Manual,First Owner,Maruti
3222,Maruti Wagon R VXI,2016,360000.0,33000.0,Petrol,Dealer,Manual,First Owner,Maruti
3223,Maruti Wagon R VXI,2016,375000.0,23000.0,Petrol,Dealer,Manual,Second Owner,Maruti
3224,Maruti Wagon R VXI AMT,2017,420000.0,19890.0,Petrol,Dealer,Automatic,First Owner,Maruti
3225,Maruti Wagon R VXI AMT1.2BSIV,2017,525000.0,9745.0,Petrol,Dealer,Automatic,First Owner,Maruti
3227,Maruti Wagon R VXI BS IV,2007,100000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
3228,Maruti Wagon R VXI BS IV,2010,240000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti
3230,Maruti Wagon R VXI BS IV,2011,170000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti
3231,Maruti Wagon R VXI BS IV,2012,200000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti
3232,Maruti Wagon R VXI BS IV,2012,275000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
3233,Maruti Wagon R VXI BS IV,2013,229999.0,62000.0,Petrol,Individual,Manual,Second Owner,Maruti
3234,Maruti Wagon R VXI BS IV,2013,300000.0,80000.0,Petrol,Dealer,Manual,First Owner,Maruti
3235,Maruti Wagon R VXI BS IV,2014,210000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
3236,Maruti Wagon R VXI BS IV,2014,210000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti
3237,Maruti Wagon R VXI BS IV,2014,260000.0,38000.0,Petrol,Individual,Manual,Second Owner,Maruti
3238,Maruti Wagon R VXI BS IV,2014,275000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
3239,Maruti Wagon R VXI BS IV,2014,290000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
3240,Maruti Wagon R VXI BS IV,2014,300000.0,35000.0,Petrol,Individual,Manual,Second Owner,Maruti
3241,Maruti Wagon R VXI BS IV,2014,340000.0,15000.0,Petrol,Individual,Manual,Second Owner,Maruti
3242,Maruti Wagon R VXI BS IV,2015,250000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
3243,Maruti Wagon R VXI BS IV,2015,320000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
3244,Maruti Wagon R VXI BS IV,2015,365000.0,23600.0,Petrol,Dealer,Manual,First Owner,Maruti
3245,Maruti Wagon R VXI BS IV,2015,370000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti
3246,Maruti Wagon R VXI BS IV,2015,390000.0,32260.0,Petrol,Dealer,Manual,First Owner,Maruti
3247,Maruti Wagon R VXI BS IV,2016,375000.0,30000.0,Petrol,Individual,Manual,Second Owner,Maruti
3248,Maruti Wagon R VXI BS IV,2016,400000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
3250,Maruti Wagon R VXI BS IV,2017,350000.0,48000.0,Petrol,Individual,Manual,Third Owner,Maruti
3251,Maruti Wagon R VXI BS IV,2017,350000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
3253,Maruti Wagon R VXI BS IV,2017,430000.0,17000.0,Petrol,Individual,Manual,First Owner,Maruti
3254,Maruti Wagon R VXI BS IV,2018,425000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti
3255,Maruti Wagon R VXI BS IV,2018,440000.0,14000.0,Petrol,Dealer,Manual,First Owner,Maruti
3256,Maruti Wagon R VXI BS IV with ABS,2014,290000.0,64000.0,Petrol,Individual,Manual,Second Owner,Maruti
3257,Maruti Wagon R VXI BS IV with ABS,2015,229999.0,100000.0,Petrol,Individual,Manual,Third Owner,Maruti
3258,Maruti Wagon R VXI BSII,2006,75000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
3259,Maruti Wagon R VXi BSII,2011,220000.0,59000.0,Petrol,Individual,Manual,Second Owner,Maruti
3260,Maruti Wagon R VXI BSIII,2003,70000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
3261,Maruti Wagon R VXI BSIII,2004,155000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
3262,Maruti Wagon R VXI BSIII,2005,80000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti
3263,Maruti Wagon R VXI BSIII,2006,150000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
3264,Maruti Wagon R VXI BSIII,2012,229999.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti
3265,Maruti Wagon R VXI Minor,2007,80000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti
3267,Maruti Wagon R VXI Minor,2009,145000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti
3268,Maruti Wagon R VXI Minor,2010,170000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
3269,Maruti Wagon R VXI Minor,2012,229999.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
3270,Maruti Wagon R VXI Minor ABS,2010,260000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
3272,Maruti Wagon R VXI Optional,2015,190000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti
3273,Maruti Wagon R VXI Optional,2015,260000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
3274,Maruti Wagon R VXI Optional,2015,275000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
3275,Maruti Wagon R VXI Optional,2017,290000.0,110000.0,Petrol,Individual,Manual,Second Owner,Maruti
3276,Maruti Wagon R VXI Optional,2017,350000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
3277,Maruti Wagon R VXI Plus Optional,2017,380000.0,19000.0,Petrol,Individual,Manual,First Owner,Maruti
3279,Maruti Wagon R ZXI 1.2,2019,575000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti
3280,Maruti Zen D,2003,75000.0,100000.0,Diesel,Individual,Manual,Second Owner,Maruti
3281,Maruti Zen D PS,2003,75000.0,110000.0,Diesel,Individual,Manual,Second Owner,Maruti
3282,Maruti Zen D PS,2003,110000.0,120000.0,Diesel,Individual,Manual,Third Owner,Maruti
3283,Maruti Zen Estilo 1.1 LXI BSIII,2007,100000.0,143000.0,Petrol,Individual,Manual,Third Owner,Maruti
3284,Maruti Zen Estilo 1.1 LXI BSIII,2007,120000.0,81366.0,Petrol,Individual,Manual,First Owner,Maruti
3286,Maruti Zen Estilo 1.1 LXI BSIII,2007,160000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
3287,Maruti Zen Estilo 1.1 LXI BSIII,2008,130000.0,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
3288,Maruti Zen Estilo 1.1 VXI BSIII,2007,95000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti
3289,Maruti Zen Estilo 1.1 VXI BSIII,2008,120000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
3290,Maruti Zen Estilo LX BSIII,2007,135000.0,74183.0,Petrol,Individual,Manual,Second Owner,Maruti
3291,Maruti Zen Estilo LX BSIV,2010,90000.0,50000.0,Petrol,Individual,Manual,Third Owner,Maruti
3292,Maruti Zen Estilo LXI BS IV,2009,125000.0,65000.0,Petrol,Individual,Manual,First Owner,Maruti
3293,Maruti Zen Estilo LXI BS IV,2009,140000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti
3294,Maruti Zen Estilo LXI BS IV,2011,229999.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
3295,Maruti Zen Estilo LXI BSIII,2007,100000.0,80000.0,Petrol,Individual,Manual,Third Owner,Maruti
3296,Maruti Zen Estilo LXI BSIII,2007,275000.0,10211.0,Petrol,Individual,Manual,First Owner,Maruti
3297,Maruti Zen Estilo LXI BSIII,2008,105000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
3298,Maruti Zen Estilo LXI BSIII,2008,140000.0,90000.0,Petrol,Individual,Manual,Third Owner,Maruti
3299,Maruti Zen Estilo LXI Green (CNG),2010,110000.0,80000.0,CNG,Individual,Manual,Fourth & Above Owner,Maruti
3300,Maruti Zen Estilo LXI Green (CNG),2010,145000.0,68000.0,CNG,Individual,Manual,Second Owner,Maruti
3301,Maruti Zen Estilo Sports,2008,140000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti
3303,Maruti Zen Estilo Sports,2009,180000.0,41090.0,Petrol,Individual,Manual,First Owner,Maruti
3304,Maruti Zen Estilo VXI BSIII,2007,90000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti
3305,Maruti Zen Estilo VXI BSIII,2007,140000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
3306,Maruti Zen Estilo VXI BSIII,2008,80000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti
3307,Maruti Zen Estilo VXI BSIV,2010,130000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti
3309,Maruti Zen Estilo VXI BSIV,2010,175000.0,52047.0,Petrol,Individual,Manual,First Owner,Maruti
3310,Maruti Zen Estilo VXI BSIV,2011,280000.0,33000.0,Petrol,Individual,Manual,First Owner,Maruti
3311,Maruti Zen LX,1998,51786.64,70000.0,Petrol,Individual,Manual,Third Owner,Maruti
3313,Maruti Zen LX,1999,70000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
3315,Maruti Zen LX,1999,75000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
3316,Maruti Zen LX,2000,60000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
3317,Maruti Zen LX,2000,85000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
3318,Maruti Zen LX,2001,62000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
3319,Maruti Zen LX,2001,93000.0,97000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
3320,Maruti Zen LX,2004,95000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
3321,Maruti Zen LX,2004,105000.0,79000.0,Petrol,Individual,Manual,Second Owner,Maruti
3322,Maruti Zen LX - BS III,2006,70000.0,105700.0,Petrol,Individual,Manual,First Owner,Maruti
3323,Maruti Zen LXI,1998,69000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
3324,Maruti Zen LXI,1998,80000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti
3325,Maruti Zen LXI,1999,85000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
3326,Maruti Zen LXI,2003,70000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
3327,Maruti Zen LXI,2005,90000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
3328,Maruti Zen LXI,2006,80000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
3330,Maruti Zen LXi - BS III,2005,125000.0,34000.0,Petrol,Dealer,Manual,First Owner,Maruti
3332,Maruti Zen LXi BSII,2002,60000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
3333,Maruti Zen VX,2001,85000.0,86000.0,Petrol,Individual,Manual,Second Owner,Maruti
3334,Maruti Zen VXI,2000,100000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti
3335,Maruti Zen VXI,2006,120000.0,77000.0,Petrol,Individual,Manual,Second Owner,Maruti
3336,Maruti Zen VXi - BS III,2004,79000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti
3338,Maruti Zen VXi - BS III,2004,121000.0,110000.0,Petrol,Individual,Manual,Second Owner,Maruti
3339,Mercedes-Benz B Class B180 Sports,2013,1100000.0,40000.0,Petrol,Individual,Automatic,Second Owner,Mercedes-Benz
3340,Mercedes-Benz C-Class Progressive C 220d,2018,2675000.0,10000.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz
3351,Mercedes-Benz E-Class 220 CDI,2001,350000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mercedes-Benz
3352,Mercedes-Benz E-Class 230,1998,1000000.0,35000.0,Petrol,Individual,Automatic,Second Owner,Mercedes-Benz
3354,Mercedes-Benz E-Class 280 CDI,2007,900000.0,76731.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz
3355,Mercedes-Benz E-Class 280 CDI Elegance,2008,795000.0,98600.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz
3356,Mercedes-Benz E-Class E 200 CGI Elegance,2010,850000.0,119000.0,Petrol,Dealer,Automatic,First Owner,Mercedes-Benz
3357,Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,2500000.0,35000.0,Diesel,Individual,Automatic,First Owner,Mercedes-Benz
3358,Mercedes-Benz E-Class E250 CDI Elegance,2011,999000.0,49600.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz
3360,Mercedes-Benz E-Class E250 Edition E,2013,1451000.0,81000.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz
3361,Mercedes-Benz E-Class Exclusive E 200 BSIV,2018,2675000.0,9800.0,Petrol,Dealer,Automatic,First Owner,Mercedes-Benz
3363,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,2675000.0,100000.0,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz
3365,Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,2675000.0,77350.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz
3366,Mercedes-Benz M-Class ML 350 CDI,2014,2500000.0,79500.0,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz
3367,Mercedes-Benz New C-Class 200 CDI Classic,2007,699000.0,101849.0,Diesel,Dealer,Manual,Second Owner,Mercedes-Benz
3368,Mercedes-Benz New C-Class 220 CDI AT,2013,1425000.0,59000.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz
3369,Mercedes-Benz New C-Class 220 CDI AT,2013,1500000.0,35000.0,Diesel,Individual,Automatic,First Owner,Mercedes-Benz
3370,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2012,1375000.0,33800.0,Diesel,Dealer,Automatic,Second Owner,Mercedes-Benz
3371,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,2000000.0,15000.0,Diesel,Individual,Automatic,First Owner,Mercedes-Benz
3372,Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,2490000.0,46000.0,Diesel,Individual,Automatic,First Owner,Mercedes-Benz
3373,Mercedes-Benz S-Class S 350d Connoisseurs Edition,2017,2675000.0,6500.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz
3374,MG Hector Sharp Diesel MT BSIV,2019,1825000.0,14000.0,Diesel,Dealer,Manual,First Owner,MG
3375,MG Hector Smart AT,2019,1860000.0,18000.0,Petrol,Dealer,Automatic,First Owner,MG
3376,Mitsubishi Montero 3.2 MT,2007,750000.0,180000.0,Diesel,Individual,Manual,First Owner,Mitsubishi
3377,Mitsubishi Outlander 2.4,2012,525000.0,140000.0,Petrol,Individual,Automatic,First Owner,Mitsubishi
3378,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,825000.0,120000.0,Diesel,Individual,Manual,First Owner,Mitsubishi
3380,Mitsubishi Pajero Sport 4X4,2012,1025000.0,167870.0,Diesel,Dealer,Manual,Second Owner,Mitsubishi
3381,Mitsubishi Pajero Sport 4X4,2012,1090000.0,120000.0,Diesel,Individual,Manual,Second Owner,Mitsubishi
3382,Nissan Evalia XV,2014,650000.0,28245.0,Diesel,Dealer,Manual,First Owner,Nissan
3384,Nissan Kicks XL D BSIV,2019,1100000.0,4000.0,Diesel,Individual,Manual,First Owner,Nissan
3385,Nissan Kicks XV Premium D BSIV,2019,1350000.0,15000.0,Diesel,Individual,Manual,First Owner,Nissan
3386,Nissan Micra Active XV,2014,280000.0,63840.0,Petrol,Dealer,Manual,First Owner,Nissan
3387,Nissan Micra Active XV,2017,434999.0,16267.0,Petrol,Dealer,Manual,First Owner,Nissan
3388,Nissan Micra Active XV Petrol,2017,399000.0,30000.0,Petrol,Individual,Manual,First Owner,Nissan
3389,Nissan Micra Active XV S,2013,164000.0,30000.0,Petrol,Individual,Manual,First Owner,Nissan
3391,Nissan Micra Diesel XV,2011,199000.0,120000.0,Diesel,Individual,Manual,Second Owner,Nissan
3392,Nissan Micra Diesel XV,2011,277000.0,62601.0,Diesel,Dealer,Manual,Second Owner,Nissan
3393,Nissan Micra Diesel XV,2013,300000.0,90000.0,Diesel,Individual,Manual,First Owner,Nissan
3395,Nissan Micra Diesel XV Premium,2011,138000.0,90000.0,Diesel,Individual,Manual,Second Owner,Nissan
3396,Nissan Micra Diesel XV Premium,2011,160000.0,120000.0,Diesel,Individual,Manual,First Owner,Nissan
3397,Nissan Micra Diesel XV Premium,2013,210000.0,13770.0,Diesel,Individual,Manual,First Owner,Nissan
3399,Nissan Micra Diesel XV Primo,2012,225000.0,129000.0,Diesel,Individual,Manual,First Owner,Nissan
3400,Nissan Micra XL,2011,275000.0,40000.0,Petrol,Individual,Manual,Second Owner,Nissan
3401,Nissan Micra XL,2013,363000.0,28740.0,Petrol,Individual,Manual,First Owner,Nissan
3402,Nissan Micra XL,2014,210000.0,40000.0,Petrol,Individual,Manual,Second Owner,Nissan
3404,Nissan Micra XL,2016,440000.0,33000.0,Petrol,Individual,Manual,Second Owner,Nissan
3405,Nissan Micra XL,2017,415000.0,48965.0,Petrol,Dealer,Manual,First Owner,Nissan
3407,Nissan Micra XL CVT,2015,434999.0,40000.0,Petrol,Individual,Automatic,Second Owner,Nissan
3408,Nissan Sunny Diesel XL,2012,300000.0,110000.0,Diesel,Individual,Manual,First Owner,Nissan
3410,Nissan Sunny Diesel XL,2013,220000.0,90000.0,Diesel,Individual,Manual,Second Owner,Nissan
3411,Nissan Sunny Diesel XV,2012,300000.0,170000.0,Diesel,Individual,Manual,First Owner,Nissan
3412,Nissan Sunny Diesel XV,2013,325000.0,105000.0,Diesel,Individual,Manual,First Owner,Nissan
3413,Nissan Sunny Diesel XV,2013,450000.0,80000.0,Diesel,Individual,Manual,First Owner,Nissan
3414,Nissan Sunny XL,2012,250000.0,70000.0,Petrol,Individual,Manual,Third Owner,Nissan
3415,Nissan Sunny XL,2012,290000.0,110000.0,Petrol,Individual,Manual,Second Owner,Nissan
3416,Nissan Sunny XL,2012,300000.0,80000.0,Petrol,Individual,Manual,Second Owner,Nissan
3417,Nissan Sunny XL,2012,350000.0,40000.0,Petrol,Individual,Manual,First Owner,Nissan
3418,Nissan Sunny XL,2016,600000.0,19495.0,Petrol,Dealer,Manual,First Owner,Nissan
3419,Nissan Sunny XL D,2013,225000.0,78000.0,Diesel,Dealer,Manual,First Owner,Nissan
3420,Nissan Sunny XL D,2018,500000.0,70000.0,Diesel,Individual,Manual,First Owner,Nissan
3421,Nissan Sunny XV D Premium Leather,2015,450000.0,50000.0,Diesel,Individual,Manual,First Owner,Nissan
3423,Nissan Terrano XE 85 PS,2013,500000.0,120000.0,Diesel,Individual,Manual,First Owner,Nissan
3424,Nissan Terrano XE D,2015,590000.0,65000.0,Diesel,Dealer,Manual,First Owner,Nissan
3425,Nissan Terrano XL,2014,650000.0,76000.0,Petrol,Individual,Manual,Second Owner,Nissan
3426,Nissan Terrano XL 110 PS,2013,600000.0,80000.0,Diesel,Individual,Manual,First Owner,Nissan
3427,Nissan Terrano XL 110 PS,2014,425000.0,136906.0,Diesel,Individual,Manual,First Owner,Nissan
3428,Nissan Terrano XL 110 PS,2014,500000.0,120000.0,Diesel,Individual,Manual,Third Owner,Nissan
3429,Nissan Terrano XL 85 PS,2014,500000.0,82000.0,Diesel,Individual,Manual,First Owner,Nissan
3430,Nissan Terrano XL 85 PS,2014,600000.0,27000.0,Diesel,Dealer,Manual,First Owner,Nissan
3432,Nissan Terrano XL 85 PS,2016,525000.0,100000.0,Diesel,Individual,Manual,Second Owner,Nissan
